task_id,skill,difficulty,question,answer,answer_type,comparison_objects,comparison_edges,comparison_depth,query_distance,noise_edges,boolean_var_count,boolean_op_count,boolean_not_count,imp_var_count,imp_edge_count,imp_base_true_count,imp_chain_depth,constraint_objects,constraint_count,constraint_depth,ap_length,ap_step,ap_abs_step,mp_multiplier,mp_length,cycle_len,cycle_offset,cycle_total_len,mixed_op_len,mixed_seq_len,division_base,division_steps,ratio_k,ratio_mode,square_base,square_offset,square_mode,near_boundary_anchor,near_boundary_op,crossed_boundary
PAT-MP-3-7-2,pattern,3,"2, 4, 8, 16, 32, 64, 128, ?",256,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
PAT-MP-6-8-2,pattern,6,"4, 8, 16, 32, 64, 128, 256, 512, ?",1024,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
PAT-MP-9-7-2,pattern,9,"3, 6, 12, 24, 48, 96, 192, ?",384,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
NUM-RATIO-MUL-0,numerical,0,"6 -> 12, 2 -> ?",4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
NUM-DIV-2,numerical,2,What is 200 divided by 50?,4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
NUM-SQUARE-5,numerical,5,What is 5^2?,25,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,near,,,
LOG-BOOL-0-2-1,logical,0,"A is True.
B is True.
What is: (A AND B)?",True,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-11-7-3,pattern,11,"10, 30, 90, 270, 810, 2430, 7290, ?",21870,integer,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,
NUM-SQUARE-9,numerical,9,What is 15^2?,225,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,near,,,
PAT-AP-12-6-10,pattern,12,"1, 10, 19, 28, 37, 46, ?",55,integer,,,,,,,,,,,,,,,,6,9,9,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-11,numerical,11,What is 95 + 9?,104,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
NUM-DIV-14,numerical,14,What is 1200 divided by 150?,8,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
LOG-COMP-4-4,logical,4,"B is taller than D.
 A is taller than D.
 C is taller than B.
 Is C taller than D?",yes,yesno,4,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-CP-13-3-7,pattern,13,"10, 1, 17, 10, 1, 17, 10, ?",1,integer,,,,,,,,,,,,,,,,,,,,,3,0,7,,,,,,,,,,,,
LOG-CONSTRAINT-7-4-3,logical,7,"D is faster than C.
B is faster than D.
A is faster than B.
Is C faster than B?",no,yesno,,,,,,,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,
PAT-AP-14-6-10,pattern,14,"-28, -20, -12, -4, 4, 12, ?",20,integer,,,,,,,,,,,,,,,,6,8,8,,,,,,,,,,,,,,,,,
LOG-COMP-10-5,logical,10,"C is older than A.
 A is older than D.
 E is older than B.
 A is older than E.
 D is older than B.
 Is E older than D?",no,yesno,5,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-16,numerical,16,What is 840 divided by 120?,7,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
PAT-MIXED-16-2-8-8,pattern,16,"8, 13, 15, 20, 22, 27, 29, ?",34,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
LOG-CONSTRAINT-13-4-3,logical,13,"A is faster than D.
B is faster than D.
C is faster than D.
Is C faster than D?",yes,yesno,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-18-2-9-8,pattern,18,"5, 11, 15, 21, 25, 31, 35, 41, ?",45,integer,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,
NUM-NEARBOUNDARY-19,numerical,19,What is 484 - 20?,464,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,False
NUM-DIV-21,numerical,21,What is 750 divided by 150?,5,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
PAT-CP-20-5-13,pattern,20,"5, 15, 7, 6, 19, 5, 15, 7, 6, 19, 5, 15, 7, ?",6,integer,,,,,,,,,,,,,,,,,,,,,5,3,13,,,,,,,,,,,,
NUM-NEARBOUNDARY-24,numerical,24,What is 491 - 14?,477,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,False
LOG-COMP-16-7,logical,16,"B is faster than D.
 B is faster than F.
 G is faster than A.
 C is faster than G.
 C is faster than B.
 F is faster than G.
 E is faster than C.
 F is faster than D.
 Is E faster than A?",yes,yesno,7,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-22-4-4,pattern,22,"6, 24, 96, 384, ?",1536,integer,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
PAT-AP-23-8-15,pattern,23,"-31, -20, -9, 2, 13, 24, 35, 46, ?",57,integer,,,,,,,,,,,,,,,,8,11,11,,,,,,,,,,,,,,,,,
PAT-AP-25-13-25,pattern,25,"-18, -8, 2, 12, 22, 32, 42, 52, 62, 72, 82, 92, 102, ?",112,integer,,,,,,,,,,,,,,,,13,10,10,,,,,,,,,,,,,,,,,
LOG-COMP-14-6,logical,14,"E is taller than D.
 A is taller than F.
 F is taller than C.
 B is taller than A.
 E is taller than A.
 E is taller than C.
 Is E taller than F?",yes,yesno,6,6,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-25,numerical,25,"20 -> 100, 21 -> ?",105,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
LOG-BOOL-18-4-2,logical,18,"A is False.
B is True.
C is True.
D is True.
What is: (NOT ((A AND (NOT A)) OR C))?",False,boolean,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-27-3-10-12,pattern,27,"3, 10, 12, 24, 31, 33, 66, 73, 75, ?",150,integer,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,
NUM-DIV-26,numerical,26,What is 4500 divided by 300?,15,integer,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,,,,,,,,
NUM-SQUARE-29,numerical,29,What is 35^2?,1225,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,decompose,,,
PAT-MP-29-4-3,pattern,29,"15, 45, 135, 405, ?",1215,integer,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,
LOG-COMP-21-8,logical,21,"H is heavier than F.
 A is heavier than C.
 C is heavier than G.
 C is heavier than B.
 F is heavier than B.
 B is heavier than G.
 D is heavier than B.
 H is heavier than D.
 A is heavier than B.
 Is C heavier than H?",no,yesno,8,9,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-31,numerical,31,"20 -> 160, 16 -> ?",128,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,multiply,,,,,,
PAT-AP-31-11-35,pattern,31,"-17, 16, 49, 82, 115, 148, 181, 214, 247, 280, 313, ?",346,integer,,,,,,,,,,,,,,,,11,33,33,,,,,,,,,,,,,,,,,
LOG-BOOL-23-5-4,logical,23,"A is True.
B is True.
C is False.
D is False.
E is True.
What is: ((((E AND E) OR C) AND E) AND (NOT C))?",True,boolean,,,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-32,numerical,32,What is 1600 divided by 200?,8,integer,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,
LOG-BOOL-25-6-3,logical,25,"A is True.
B is True.
C is True.
D is False.
E is False.
F is True.
What is: (((A AND E) OR D) OR C)?",True,boolean,,,,,,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-29-4-5,pattern,29,"7, 35, 175, 875, ?",4375,integer,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,
PAT-MIXED-0-2-6-3,pattern,0,"2, 4, 8, 10, 20, ?",22,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"A is left of B.
A is left of C.
Is B left of A?",no,yesno,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-0,numerical,0,What is 9 + 4?,13,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
NUM-NEARBOUNDARY-3,numerical,3,What is 49 + 3?,52,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
LOG-COMP-3-4,logical,3,"A is faster than B.
 C is faster than A.
 D is faster than C.
 Is B faster than C?",no,yesno,4,3,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-6,numerical,6,"5 -> 25, 7 -> ?",35,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
NUM-SQUARE-8,numerical,8,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,near,,,
NUM-RATIO-MUL-12,numerical,12,"7 -> 42, 14 -> ?",84,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,multiply,,,,,,
NUM-DIV-13,numerical,13,What is 720 divided by 80?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,
PAT-MP-0-8-2,pattern,0,"5, 10, 20, 40, 80, 160, 320, 640, ?",1280,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
PAT-AP-2-4-5,pattern,2,"36, 31, 26, 21, ?",16,integer,,,,,,,,,,,,,,,,4,-5,5,,,,,,,,,,,,,,,,,
NUM-DIV-16,numerical,16,What is 1080 divided by 120?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
LOG-CONSTRAINT-7-4-3,logical,7,"D is left of C.
A is left of D.
A is left of C.
Is A left of C?",yes,yesno,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,
NUM-DIV-18,numerical,18,What is 720 divided by 120?,6,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
LOG-BOOL-10-3-2,logical,10,"A is False.
B is True.
C is False.
What is: ((A AND B) OR B)?",True,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-21,numerical,21,"18 -> 144, 15 -> ?",120,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,multiply,,,,,,
NUM-DIV-22,numerical,22,What is 2800 divided by 200?,14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,,,,,,
NUM-SQUARE-24,numerical,24,What is 38^2?,1444,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,decompose,,,
PAT-CP-4-2-5,pattern,4,"2, 7, 2, 7, 2, ?",7,integer,,,,,,,,,,,,,,,,,,,,,2,0,5,,,,,,,,,,,,
PAT-MP-5-7-2,pattern,5,"3, 6, 12, 24, 48, 96, 192, ?",384,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
PAT-MP-3-9-2,pattern,3,"9, 18, 36, 72, 144, 288, 576, 1152, 2304, ?",4608,integer,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,
NUM-RATIO-MUL-26,numerical,26,"12 -> 48, 10 -> ?",40,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,multiply,,,,,,
NUM-DIV-29,numerical,29,What is 1440 divided by 240?,6,integer,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,
LOG-COMP-14-5,logical,14,"C is taller than B.
 C is taller than A.
 E is taller than B.
 B is taller than A.
 B is taller than D.
 Is C taller than D?",yes,yesno,5,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-17-7,logical,17,"C is faster than B.
 E is faster than G.
 G is faster than B.
 G is faster than A.
 D is faster than F.
 G is faster than F.
 D is faster than E.
 B is faster than A.
 Is D faster than B?",yes,yesno,7,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-19-8,logical,19,"D is faster than H.
 C is faster than B.
 D is faster than B.
 A is faster than H.
 B is faster than G.
 A is faster than C.
 E is faster than A.
 D is faster than F.
 G is faster than F.
 Is C faster than F?",yes,yesno,8,9,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-31,numerical,31,What is 3120 divided by 240?,13,integer,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,
NUM-DIV-33,numerical,33,What is 2600 divided by 200?,13,integer,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,
NUM-SQUARE-36,numerical,36,What is 27^2?,729,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,decompose,,,
PAT-MP-4-9-2,pattern,4,"10, 20, 40, 80, 160, 320, 640, 1280, 2560, ?",5120,integer,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,
LOG-CONSTRAINT-21-6-5,logical,21,"F is faster than E.
A is faster than D.
F is faster than B.
C is faster than B.
A is faster than B.
Is C faster than B?",yes,yesno,,,,,,,,,,,,,6,5,2,,,,,,,,,,,,,,,,,,,,
PAT-AP-6-5-7,pattern,6,"0, 4, 8, 12, 16, ?",20,integer,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-25-7-8,logical,25,"D is faster than F.
G is faster than B.
C is faster than E.
E is faster than D.
D is faster than C.
C is faster than B.
G is faster than E.
A is faster than B.
Is D faster than C?",yes,yesno,,,,,,,,,,,,,7,8,5,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-38,numerical,38,What is 29^2?,841,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,decompose,,,
PAT-AP-8-5-7,pattern,8,"23, 16, 9, 2, -5, ?",-12,integer,,,,,,,,,,,,,,,,5,-7,7,,,,,,,,,,,,,,,,,
NUM-SQUARE-36,numerical,36,What is 38^2?,1444,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,decompose,,,
NUM-DIV-39,numerical,39,What is 3060 divided by 180?,17,integer,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,
LOG-CONSTRAINT-27-8-7,logical,27,"C is left of E.
A is left of H.
H is left of G.
A is left of F.
B is left of E.
F is left of D.
A is left of B.
Is C left of E?",yes,yesno,,,,,,,,,,,,,8,7,3,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-9-2-6-5,pattern,9,"5, 8, 32, 35, 140, ?",143,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-MIXED-7-2-6-5,pattern,7,"5, 7, 12, 14, 19, ?",21,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
LOG-IMP-30-9-7,logical,30,"B is True.
If D is True, then I is True.
If A is True, then F is True.
If D is True, then H is True.
If B is True, then F is True.
If A is True, then G is True.
If F is True, then A is True.
If C is True, then F is True.
Is F True?",yes,yesno,,,,,,,,,9,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-10-3-7-6,pattern,10,"5, 7, 12, 17, 19, 24, ?",29,integer,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,
NUM-SQUARE-41,numerical,41,What is 30^2?,900,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,decompose,,,
LOG-CONSTRAINT-33-8-6,logical,33,"B is above C.
G is above E.
E is above B.
A is above F.
D is above C.
C is above F.
Is D above C?",yes,yesno,,,,,,,,,,,,,8,6,5,,,,,,,,,,,,,,,,,,,,
PAT-AP-12-6-10,pattern,12,"17, 11, 5, -1, -7, -13, ?",-19,integer,,,,,,,,,,,,,,,,6,-6,6,,,,,,,,,,,,,,,,,
